business,stars,date,signal,category,phrase,summary,text
"Jade Air, LLC",5,8 years ago,False,none,none,No communication issue.,"This is the first time writing a review regarding my experience with Jade Air.   I'm going 5 stars, and first off, my communication with Chris, was on point and professional.  They organized the visit with my tenant as I was not able to be there to oversee the repair.   While a follow up visit was r"
"Jade Air, LLC",5,9 years ago,False,none,none,no communication issue,"Jade Air's team is very professional and did a great job installing my A/C a few years ago. They are always very responsive, even in the height of summer, to come and address the few issues it has on occasion. When my old freon pipes gave up the ghost about a year ago they did a quick and good job i"
"Jade Air, LLC",5,8 years ago,False,none,none,No communication issue.,"Twice now I have used Jade Air to come out on short notice after our A/C started blowing warm air in the middle of hot summer months after our normal A/C company told us they would not be able to schedule a service for days. And twice Jade Air were super nice on the phone, came out, fixed the proble"
"Jade Air, LLC",5,12 years ago,False,none,none,No communication issue.,"Used several A/C guys around town before finding Jade. They came to make one repair at my old house, did a great job, and I've recommended them to others since then.

Today's service compelled me to write a review. I needed someone out quickly because my house was 87 degrees.  Instead of sending som"
"Jade Air, LLC",5,6 years ago,False,none,none,no communication issue,"Jade Air absolutely saved the day today. After a bad experience with another HVAC company that completely screwed us this afternoon, Gilbert and Jade fit us in and came by at 8pm tonight, Friday night of a holiday weekend. Great guys, quick and efficient service, and we are good to go. They were abs"
"Jade Air, LLC",5,9 years ago,False,none,none,no communication issue,"I'm in commercial real estate and know how much A/C repairs should cost, so it is absolutely infuriating when I get residential service and bills come back well above the true cost!  Not with Jade air.  I've had them working on/servicing one of my AC's for over a year now and have never seen a bill "
"Jade Air, LLC",5,Edited 3 years ago,False,none,none,No communication issue.,"Jade Air's owner, Gilbert, was very honest and patient as he explained what was wrong with my AC unit. No matter when I called, he answered and was so polite and professional. He sent his nephew and friend to replace my unit and they were efficient, effective, and polite.

6/6/2022: Even two years l"
"Jade Air, LLC",5,Edited 4 years ago,False,none,none,no communication issue,I’ve used these guys to repair my ailing AC every summer and they always come through. I love them. These are really good people who do a good job at a very VERY fair price. They are nice and I can't say enough good things about my experiences with them. This is the second summer in a row that one o
"Jade Air, LLC",5,5 years ago,False,none,none,No communication issue.,"Outstanding service and communication. Gilbert was very helpful, knowledgeable, and explained everything in a way that non HVAC experts can understand. Mark the technician was on time, friendly, and let me know what we needed to repair before starting his work. I couldn’t be happier with Jade Air’s "
"Jade Air, LLC",5,7 years ago,False,none,none,no communication issue,"I cannot say enough about Chris and Jade Air. They installed a new system a few years ago, and were conscious about pricing and explained everything thoroughly. As a single woman I was always worried I would be taken advantage of, but they ensured I was comfortable before proceeding. My property is "
"Jade Air, LLC",5,8 years ago,False,none,none,No communication issue.,"We had the best experience with the Jade Air team. They are reliable, trustworthy and efficient and were able to come out to our house ASAP when we had an issue with one of our AC units. They are very professional and also take the time to thoroughly explain the issue and how they will fix it. We ar"
"Jade Air, LLC",5,10 years ago,False,none,none,No communication issue.,"In one word: AMAZING!. Called Jade Air because my AC broke down, they offered to come and check it on the same day. Then they told me they are ""on call"" 24/7 - hard to believe, but is true!. They Came to my house, within minutes found the problem, explained me the whole thought process and replaced "
"Jade Air, LLC",5,8 months ago,False,none,none,No communication issue.,"Very good experience and communication working with Gilbert. My AC stopped working, and Gilbert was very responsive in the process. He pointed me to the solution."
"Jade Air, LLC",5,8 years ago,False,none,none,no communication issue,We have used Jade Air several times over the years. They always quickly respond to our call and make an effort to come out as quick as possible. Arick was able to identify the issue with our AC and fix very quickly. This is a reliable and honest company. The owner talked with me about our issue and 
"Jade Air, LLC",5,4 years ago,False,none,none,No communication issue.,"After getting multiple quotes that were 2-3x higher than expected, I came across Jade Air and was finally quoted an appropriate (and extremely reasonable) repair price to replace an AC unit. The staff communicated very well and were out installing our new unit immediately. Don't waste your time mess"
"Jade Air, LLC",5,7 years ago,False,none,none,no communication issue,"Excellent service. I needed a new unit and they worked with me accommodating my schedule. Customer service is exceptional - I even got a call back to see how everything was working.

My landscaper accidentally cut a wire and they came out same day to fix it. I love Jade Air. The most professional gr"
"Jade Air, LLC",5,8 years ago,False,none,none,no communication issue,"We highly recommend Jade Air.   They replaced our AC and Furnace (which are in 3rd floor attic) about 2 years ago, were polite and professional, and we have been very pleased with the product and the service.  Recently we were trying a self install of a WiFi thermostat and got stuck.  A call to Jade"
"Jade Air, LLC",5,13 years ago,False,none,none,No communication issue.,When I called Jade Air I just needed to have someone get my heat working correctly again.  The owner spent about 25 minutes asking me questions about the issue and walked me through finding a solution.  He also took the time to explain the best way to avoid any more issues and the costs and benefits
"Jade Air, LLC",5,11 years ago,False,none,none,No communication issue.,AWESOME customer service!  I've had a problem with my AC for a while.  I've called out other companies before and nothing compares to the excellent service Jade Air provided.  Scheduling was quick and easy.  The employee that came out was super nice and knowledgeable.  He fixed the problem and even 
"Jade Air, LLC",5,10 years ago,False,none,none,No communication issue was mentioned in this review.,"If I could give more stars I would. My experience with many contractors is they are always up-selling you. Jade Air is the exception. The first company quoted me a new motherboard at $1,900. Jade Air troubleshot my unit in 5 minutes, identified an electrical fault, reset it, and cleaned the condensi"
"Jade Air, LLC",5,11 years ago,False,none,none,no communication issue,"I have used Jade Air for complete replacements of my home’s AC coil and furnace.  Gilbert and Chris area pleasure to deal with.  They are prompt, courteous and will not leave you without air conditioning or heat.  I cannot say enough good things about these gentlemen.  I highly recommend Jade Air an"
"Jade Air, LLC",5,5 years ago,False,none,none,No communication issue.,"Jade Air is #1in my book. Gilbert was amazing, best customer service ever. He helped us over the phone and help us solve our problem, no A/C company has ever done that. On a Sunday night, on a holiday weekend, just amazing service."
"Jade Air, LLC",5,9 years ago,False,none,none,no communication issue,"The team at jade air are exceptionally friendly and helpful! As new home owners that needed our furnace and air conditioning replaced, we found not only their prices to be reasonable but they were super informative and helpful at walking us through the process and information we needed to know. The "
"Jade Air, LLC",5,7 years ago,False,none,none,no communication issue,"Look no further -- Jade Air is the best in Dallas!! After an extensive online research and asking friends/neighbors I elected to go with Jade Air for my current AC problems. Upon calling in, I spoke with Chris who was beyond personable and communicated that he would get a technician to my house asap"
